,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Fdi & Hepatitis B & Income Composition Of Resources,0.6895554471569464,0.5292795941048567,Fdi,0.010886567084924777,Income Composition Of Resources,0.01389966214695093,Hepatitis B,46.74438041587436,37.83878376276779
Infant Deaths & Schooling & Total Expenditure,0.5525497844666487,0.5288534112329937,Infant Deaths,-0.00048223956001035024,Schooling,2.400579969583636,Total Expenditure,0.034069769889728097,39.89895034880918
Alcohol & Fdi & Schooling,0.5581772805965098,0.5284400002928782,Alcohol,-0.15696520565725175,Fdi,0.029062999564001712,Schooling,2.546894064804098,38.64537298928795
Adult Mortality & Percentage Expenditure & Population,0.6129616793097206,0.5282879049921914,Adult Mortality,-0.0480522817579387,Population,0.0011593355990789447,Percentage Expenditure,-5.537217081120344e-09,77.0114955046182
Fdi & Income Composition Of Resources & Total Expenditure,0.6957172292099245,0.5273541050112076,Fdi,0.007262790563622016,Income Composition Of Resources,46.63847646657278,Total Expenditure,0.13247916673385163,38.34699362642249
Gdp & Hiv/Aids & Under-Five Deaths,0.5445984292741566,0.5271117271553689,Gdp,0.00026910175812493555,Hiv/Aids,-0.997962725558396,Under-Five Deaths,-0.00873886827273962,70.46564338311042
Gdp & Military & Schooling,0.5715261255131151,0.5268397483441261,Schooling,9.224939514314366e-05,Military,0.23574837181844877,Gdp,2.199298244900542,41.625010204887296
Adult Mortality & Hepatitis B & Hiv/Aids,0.6016997330104676,0.5267878656098908,Adult Mortality,-0.04252048157416224,Hiv/Aids,0.036965149815998355,Hepatitis B,-0.33779986358022673,74.71800078296644
Alcohol & Military & Schooling,0.5566327382268423,0.5253678037981161,Alcohol,-0.11866061002862419,Military,0.1503842470492449,Schooling,2.4694467932246216,39.62631758798895
Hepatitis B & Polio & Schooling,0.5647346592810684,0.5251581957487086,Schooling,0.01041962026724599,Polio,0.030373577810474922,Hepatitis B,2.264483985517847,38.51571151199606
Alcohol & Hiv/Aids & Population,0.5216937656668603,0.5244475876273993,Population,0.8518413267953258,Hiv/Aids,-1.0405158179411411,Alcohol,-2.8512223693155647e-09,67.6164038116753
Gdp & Hiv/Aids & Percentage Expenditure,0.5158058035884159,0.5239403878087443,Gdp,0.0003535219105598466,Hiv/Aids,-0.9703021903853427,Percentage Expenditure,-0.0004505687866160901,69.78803013129117
Hiv/Aids & Thinness 1-19 Years & Total Expenditure,0.5412016213724813,0.5227906177226977,Thinness 1-19 Years,-0.8982517461607284,Hiv/Aids,-0.7503946269019875,Total Expenditure,0.4747059746178494,72.14593455596568
Adult Mortality & Military & Total Expenditure,0.5559039000310877,0.5208218564150034,Adult Mortality,-0.05144774744885971,Military,-0.11454008907438545,Total Expenditure,0.3929203031221447,76.31415456150317
Fdi & Military & Schooling,0.5574624947892302,0.5206901180830223,Fdi,0.021655929414683826,Military,0.14206662539433146,Schooling,2.2922679346701478,41.318680258840615
Gdp & Hiv/Aids & Measles,0.519030339958673,0.5205418442300636,Gdp,0.0002825306480517686,Hiv/Aids,-0.9335371283445782,Measles,-3.339897571530415e-05,69.9040478263974
Gdp & Schooling & Under-Five Deaths,0.571018277153557,0.5199144716633306,Schooling,0.00010089503441020387,Gdp,2.074252335550276,Under-Five Deaths,-0.002971717915992933,43.77130734607131
Hiv/Aids & Thinness 1-19 Years & Thinness 5-9 Years,0.5342704553802133,0.5196441869626304,Hiv/Aids,-0.9215958605329072,Thinness 5-9 Years,-0.4535708317919944,Thinness 1-19 Years,-0.34815809860052394,75.30258954527241
Fdi & Gdp & Hiv/Aids,0.5192936545775271,0.5193295597572543,Fdi,0.018286696011332735,Gdp,0.0002670338036440267,Hiv/Aids,-0.9575015610459903,69.76926904383882
Adult Mortality & Military & Population,0.5433191110486638,0.519035610459003,Adult Mortality,-0.05213835190916766,Military,-0.24370098898546538,Population,-5.048169493537813e-09,79.01450156672283
Alcohol & Schooling & Under-Five Deaths,0.5601073400735196,0.5188314364011574,Schooling,-0.12642124069518829,Under-Five Deaths,2.452624967275318,Alcohol,-0.001815780544597967,40.258653403736595
Gdp & Hiv/Aids & Infant Deaths,0.5386487611786998,0.5187325243692043,Infant Deaths,0.0002820371358800834,Gdp,-0.935308562255922,Hiv/Aids,-0.009598437228795387,70.22716119682508
Gdp & Hiv/Aids & Population,0.5186337994818779,0.5182751298903807,Population,0.0002650149473256324,Gdp,-0.993930477367528,Hiv/Aids,-4.209909088004338e-09,70.09884768776209
Hiv/Aids & Infant Deaths & Thinness 1-19 Years,0.5264409187054775,0.5178359564157867,Infant Deaths,-0.9789865287312074,Thinness 1-19 Years,0.0021642482898936444,Hiv/Aids,-0.8118703666556879,75.32913482322786
Hiv/Aids & Percentage Expenditure & Under-Five Deaths,0.5283823717851066,0.5160298799105273,Hiv/Aids,-0.9550280382737397,Under-Five Deaths,0.0015299526980217242,Percentage Expenditure,-0.007863027914831166,71.0470274887206
Military & Population & Schooling,0.5579239633448654,0.5160249657435517,Schooling,0.0679075330656268,Military,1.926785603084708e-09,Population,2.3985033947398096,39.99665758599478
Hepatitis B & Hiv/Aids & Thinness 1-19 Years,0.5399281733747219,0.5159640409865632,Hiv/Aids,0.03089320077104766,Thinness 1-19 Years,-0.9104458765460799,Hepatitis B,-0.7647831783112924,72.74290312551099
Hiv/Aids & Population & Thinness 1-19 Years,0.5360174430200877,0.513927949804523,Thinness 1-19 Years,-0.935467294254946,Population,7.97981897138556e-09,Hiv/Aids,-0.7743138217139257,75.25248661773217
Hiv/Aids & Infant Deaths & Thinness 5-9 Years,0.5239601937876681,0.5138411856548666,Infant Deaths,-0.8776674267779271,Thinness 5-9 Years,0.0038961632804226376,Hiv/Aids,-0.8050487502822725,75.10466612186033
Measles & Polio & Schooling,0.5687720623862446,0.5132496935337516,Schooling,-5.467733456418307e-06,Polio,0.030692577774883878,Measles,2.236397314445209,39.73277069240457
Polio & Schooling & Total Expenditure,0.56857021790165,0.5130709436859798,Schooling,0.0443656782087468,Total Expenditure,2.264552961798235,Polio,-0.02604845361295638,38.3983577352389
Adult Mortality & Population & Thinness 5-9 Years,0.653259533346749,0.5123228765990823,Adult Mortality,-0.04464948232090554,Thinness 5-9 Years,7.865336625424563e-09,Population,-0.6438072833327623,80.23360710138348
Diphtheria & Population & Schooling,0.5801507815887157,0.5121803308494226,Schooling,0.059843424695239913,Population,2.789107707850694e-09,Diphtheria,2.1894350400674556,37.63326285498867
Hiv/Aids & Percentage Expenditure & Polio,0.5609464357470128,0.5119982902178384,Hiv/Aids,-0.9127351408269442,Polio,0.0016845976496434505,Percentage Expenditure,0.09208460315343087,62.461833148194444
Fdi & Population & Schooling,0.5656337427722495,0.5112291755919554,Fdi,0.020422366053564355,Schooling,1.890140854467836e-09,Population,2.3510700256199155,40.64502228887499
Adult Mortality & Fdi & Military,0.5462724677358866,0.5109664334670294,Adult Mortality,-0.051533642337694606,Military,0.016696007960258802,Fdi,-0.19476862331782582,78.64279328247571
Adult Mortality & Population & Under-Five Deaths,0.5814789609521795,0.5107861156398384,Adult Mortality,-0.05029588560786977,Population,1.551074110066436e-08,Under-Five Deaths,-0.015482087505930633,78.56956370535698
Alcohol & Diphtheria & Hiv/Aids,0.5812279267342286,0.5107588358230581,Hiv/Aids,0.7459523043855256,Diphtheria,0.08286372352554744,Alcohol,-0.9928811232504544,61.11363519040559
Hiv/Aids & Measles & Thinness 1-19 Years,0.5297229913164633,0.5075537294082062,Hiv/Aids,-0.922793132095533,Thinness 1-19 Years,2.5058875160643285e-05,Measles,-0.8170358112456789,75.38830593711702
Adult Mortality & Fdi & Measles,0.554523630511365,0.5061036368742378,Adult Mortality,-0.05144667076107896,Fdi,0.01358497945071679,Measles,-5.530972827377627e-05,78.36476850384315
Hiv/Aids & Measles & Thinness 5-9 Years,0.5276235592942651,0.506045282501802,Hiv/Aids,-0.889330170290885,Thinness 5-9 Years,-3.238638662033007e-06,Measles,-0.7861280904218331,75.30909121795487
Adult Mortality & Measles & Thinness 1-19 Years,0.6524895786001385,0.5051951460470097,Adult Mortality,-0.04639502939017629,Thinness 1-19 Years,-5.1969343611013574e-06,Measles,-0.5947172468306505,80.55153602874209
Fdi & Hiv/Aids & Thinness 1-19 Years,0.5354557500065055,0.5051735756700797,Fdi,0.0141457251922105,Thinness 1-19 Years,-0.9136641211996668,Hiv/Aids,-0.7976673568828041,75.16162763189128
Hepatitis B & Schooling & Under-Five Deaths,0.5628944287159018,0.5051735060000178,Schooling,0.02111125654429647,Under-Five Deaths,2.344373977807163,Hepatitis B,-0.0011548227773059416,39.206655667688416
Hiv/Aids & Polio & Population,0.4299616348347417,0.5038885720795562,Population,-1.0232546083681147,Hiv/Aids,0.11241067891925124,Polio,-4.139439568895398e-09,62.37073317514147
Hiv/Aids & Polio & Under-Five Deaths,0.46116328938958945,0.5032365601762946,Hiv/Aids,-0.9572207046387956,Polio,0.09214751967765464,Under-Five Deaths,-0.008878427963871796,64.26624597009679
Hiv/Aids & Thinness 1-19 Years & Under-Five Deaths,0.5305647505194416,0.5009705749794069,Hiv/Aids,-0.9475880869590317,Thinness 1-19 Years,-0.820915322941616,Under-Five Deaths,0.0019512281561546718,75.30056461683728
Infant Deaths & Measles & Schooling,0.5643645455066075,0.5004942988371485,Infant Deaths,-0.001041314217708217,Schooling,2.3744903961821218e-05,Measles,2.3822813655624957,40.488844574321504
Diphtheria & Measles & Schooling,0.5858916085553775,0.4997439354890396,Schooling,0.060204257951632555,Diphtheria,4.398645315348759e-05,Measles,2.1772961442737397,37.761392797376665
Adult Mortality & Hiv/Aids & Military,0.5942372342728478,0.4989940512268901,Adult Mortality,-0.04075575125907419,Military,-0.4294842723896842,Hiv/Aids,-0.14960301210006546,77.7982859332472
Fdi & Hiv/Aids & Thinness 5-9 Years,0.5333596079327021,0.4983736912042135,Fdi,0.01719117989158707,Thinness 5-9 Years,-0.9140319966171133,Hiv/Aids,-0.761318523991152,75.11563005887858
Fdi & Hiv/Aids & Percentage Expenditure,0.5044893011938315,0.4983623493420015,Fdi,0.019180276316227096,Hiv/Aids,-0.9461833960367028,Percentage Expenditure,0.0017211936089984725,70.29995156835808
Bmi & Hepatitis B & Hiv/Aids,0.6033782531347163,0.4974323181913367,Hiv/Aids,0.20853531945626808,Bmi,0.039469970886631456,Hepatitis B,-0.8636079369965454,60.26880451785259
Infant Deaths & Polio & Schooling,0.5737798405424455,0.4973486167272255,Infant Deaths,-0.00020303580519974776,Schooling,0.026754940455208542,Polio,2.2696757857647465,39.60578332173735
Gdp & Hiv/Aids & Total Expenditure,0.5467293033612435,0.4954561799709481,Gdp,0.00028857771677738,Hiv/Aids,-0.9911459483389877,Total Expenditure,0.5134298671465973,66.84124968428239
Alcohol & Hiv/Aids & Military,0.5347987475053964,0.49322367323681526,Hiv/Aids,0.8489818227450918,Military,-1.048575375585115,Alcohol,0.40707619417355656,66.7835531197032
Hepatitis B & Hiv/Aids & Percentage Expenditure,0.5343440080458881,0.4930319441195614,Hiv/Aids,0.05660558473866979,Hepatitis B,-0.9651882414204493,Percentage Expenditure,0.0016587020063375535,65.8583974247532
Adult Mortality & Fdi & Polio,0.5971979132946739,0.4913081936443464,Adult Mortality,-0.049526542093628806,Fdi,0.014528817045275116,Polio,0.06966344015474704,72.44163659261436
Alcohol & Schooling & Total Expenditure,0.5648775607843757,0.490939441396111,Alcohol,-0.11883835355805489,Schooling,2.52775070305125,Total Expenditure,0.017402566842390832,38.89789842214948
Alcohol & Bmi & Gdp,0.41114031927830275,0.4907323524974915,Gdp,0.38305047921740454,Bmi,0.1924475526670678,Alcohol,0.00018729568871594937,59.499500879129016
Hiv/Aids & Military & Thinness 1-19 Years,0.5387637873729925,0.4904304094558205,Thinness 1-19 Years,-0.9035185193909944,Military,0.21863274776870867,Hiv/Aids,-0.7695117466983747,74.86631270265642
Diphtheria & Hiv/Aids & Military,0.44828300474116034,0.490216261467356,Hiv/Aids,0.1274538731097287,Military,-0.9584734856556,Diphtheria,0.00885658107554807,60.932988433938505
Bmi & Fdi & Hiv/Aids,0.5944636767001528,0.4889117793315494,Fdi,0.21729521065955887,Hiv/Aids,0.016351133909202176,Bmi,-0.8240239863755849,62.788199755777825
Alcohol & Measles & Schooling,0.5705291205098746,0.48805247694406484,Schooling,-0.07772339157851184,Measles,2.1570533793112412e-05,Alcohol,2.4976323219968126,39.269822150513946
Fdi & Hiv/Aids & Total Expenditure,0.4060092194293173,0.4866284709442875,Fdi,0.025462190927146088,Hiv/Aids,-1.0792669472456329,Total Expenditure,0.7978911602295453,66.85236707809295
Percentage Expenditure & Schooling & Total Expenditure,0.5818076717528002,0.4863073839723915,Percentage Expenditure,0.000504862630191408,Schooling,2.2254291325147513,Total Expenditure,-0.03012960400239173,42.262775468996864
Hiv/Aids & Military & Percentage Expenditure,0.50321538337247,0.48573032511175307,Hiv/Aids,-0.9571662412724874,Military,0.134274596067177,Percentage Expenditure,0.001574700466302148,70.1127175920226
Hiv/Aids & Infant Deaths & Under-Five Deaths,0.4442856442741497,0.4856266727908688,Infant Deaths,-1.0082755643469559,Hiv/Aids,0.17346918358000024,Under-Five Deaths,-0.13817170733336542,72.27578017554076
Bmi & Percentage Expenditure & Thinness 5-9 Years,0.42526285037860645,0.481631738535725,Thinness 5-9 Years,0.18359758355812905,Bmi,0.001178997280972205,Percentage Expenditure,-0.39752517207736693,63.643268761296795
Hiv/Aids & Measles & Under-Five Deaths,0.3983195170500095,0.4807148074625211,Hiv/Aids,-1.017671188357979,Under-Five Deaths,7.36924185486753e-06,Measles,-0.010027381361745445,72.23295323120766
Hiv/Aids & Population & Under-Five Deaths,0.4098708747690145,0.48047033176112386,Population,-0.9973547021401449,Hiv/Aids,1.5284100593948117e-08,Under-Five Deaths,-0.013699612462228929,72.34133158342132
Hiv/Aids & Polio & Thinness 5-9 Years,0.5841746903541971,0.4796131632763432,Hiv/Aids,-0.9326389336432341,Thinness 5-9 Years,0.08385547181145564,Polio,-0.7086929552915879,68.02193119656752
Bmi & Percentage Expenditure & Polio,0.4419966635329495,0.47565385794148496,Polio,0.20861471241438365,Bmi,0.0011698558383238496,Percentage Expenditure,0.09461014725224295,52.96759343830725
Diphtheria & Hiv/Aids & Measles,0.46048446785401836,0.47559728743925245,Hiv/Aids,0.12860502252975342,Diphtheria,-0.9610551024232512,Measles,-4.8369157332528445e-05,60.85651319482887
Hiv/Aids & Infant Deaths & Polio,0.4664404876400513,0.4732750452770308,Infant Deaths,-1.0016251569355181,Hiv/Aids,-0.009350363050823846,Polio,0.10138276846943366,63.619729984806
Hepatitis B & Hiv/Aids & Polio,0.44373992380664773,0.47293203884563784,Hiv/Aids,0.01812461433654761,Polio,-0.9363312467607,Hepatitis B,0.09485884939866862,62.27605940749845
Bmi & Gdp & Hepatitis B,0.4178338173844711,0.471790940496879,Gdp,0.20363861291318436,Bmi,0.00023391137174273615,Hepatitis B,0.04541954874963938,57.01239303979778
Adult Mortality & Percentage Expenditure & Under-Five Deaths,0.6523894443851752,0.4717576098249383,Adult Mortality,-0.04857116352269981,Under-Five Deaths,0.0010462228403788933,Percentage Expenditure,-0.008658294548617279,77.61170526276031
Hiv/Aids & Measles & Polio,0.44803939521272335,0.47143586894516387,Hiv/Aids,-0.9815202597643954,Polio,-6.911472340394233e-05,Measles,0.10035079995646402,63.44727690121517
Alcohol & Fdi & Hiv/Aids,0.5437904824298699,0.46940667012593873,Fdi,0.8474583791659637,Hiv/Aids,0.020564835426666817,Alcohol,-0.9852027898701191,67.46450670477086
Fdi & Hiv/Aids & Polio,0.45198950114495473,0.4667845074839893,Fdi,0.029977166102886595,Hiv/Aids,-0.9780221905285076,Polio,0.10364128082278112,62.70090430054484
Alcohol & Infant Deaths & Schooling,0.5727040776193197,0.4662561883553539,Infant Deaths,-0.03377314559412766,Schooling,-0.0009570725848785933,Alcohol,2.3847818603992366,40.79882697419937
Diphtheria & Hiv/Aids & Polio,0.47757374837948424,0.46319776319002776,Hiv/Aids,0.08069706201688365,Diphtheria,-0.9922566556085244,Polio,0.062147164229150675,59.61649402113163
Diphtheria & Hiv/Aids & Total Expenditure,0.49926237141637175,0.459213456049559,Hiv/Aids,0.1145580705220514,Diphtheria,-0.9643875266241799,Total Expenditure,0.7052964593042141,57.69605309405496
Bmi & Fdi & Thinness 1-19 Years,0.3645763259579632,0.45896851942733635,Fdi,0.19346119954562105,Thinness 1-19 Years,0.012784752976547353,Bmi,-0.5530947077995015,64.8739045103781
Bmi & Measles & Polio,0.36197731995118965,0.4582457088277974,Polio,0.2338249955114491,Bmi,-9.019402127680848e-07,Measles,0.09729013255799031,52.661544584599994
Bmi & Diphtheria & Thinness 5-9 Years,0.4263806058890082,0.4578251193548367,Diphtheria,0.17983131901056748,Thinness 5-9 Years,0.11307399811569019,Bmi,-0.4146645208144252,55.404501629854416
Bmi & Gdp & Polio,0.4605731423782692,0.45774106252714075,Gdp,0.2124957838264606,Polio,0.00021243468960473747,Bmi,0.08761138972559779,52.950424321046874
Hiv/Aids & Measles & Percentage Expenditure,0.5148136650891082,0.4568711266018322,Hiv/Aids,-0.9583830531162367,Measles,-4.42809095952052e-05,Percentage Expenditure,0.0018664270355318346,70.33468537775867
Hepatitis B & Hiv/Aids & Total Expenditure,0.4255828902693656,0.4509344059638053,Hiv/Aids,0.04481341005703627,Total Expenditure,-1.1677458195898969,Hepatitis B,0.7513700174815154,63.90939996825556
Hiv/Aids & Total Expenditure & Under-Five Deaths,0.4482733619281333,0.44726143673136687,Hiv/Aids,-1.0444393516072534,Total Expenditure,0.6697446449460867,Under-Five Deaths,-0.007565814927523173,68.16800872248709
Diphtheria & Hiv/Aids & Under-Five Deaths,0.49114922002380196,0.4458443603340916,Hiv/Aids,0.11846712122199934,Diphtheria,-0.9621806942562625,Under-Five Deaths,-0.006882633450892461,61.995759577463154
Bmi & Gdp & Thinness 1-19 Years,0.45212730471589135,0.44378005430972284,Thinness 1-19 Years,0.17713119716028133,Gdp,0.00020119067451751147,Bmi,-0.4236944482186954,63.90702963105509
Fdi & Hiv/Aids & Under-Five Deaths,0.41639180741075044,0.4427734859796325,Fdi,0.026937659395419058,Hiv/Aids,-1.059082305198499,Under-Five Deaths,-0.009073291472482037,72.07322956013923
Bmi & Diphtheria & Gdp,0.47891272633272225,0.4416954222360662,Gdp,0.20854182525854503,Diphtheria,0.11125824259777506,Bmi,0.0002124892606618911,51.0022465531591
Hiv/Aids & Military & Polio,0.44993781426572316,0.44040813135554957,Hiv/Aids,-0.9572692127097823,Military,-0.13324942073984206,Polio,0.11166973344943393,62.38069375861658
Alcohol & Bmi & Percentage Expenditure,0.416692734323793,0.4397048110199475,Bmi,0.3412249530066004,Percentage Expenditure,0.21162025040877816,Alcohol,0.001087232083376799,59.25754257182151
Alcohol & Hiv/Aids & Total Expenditure,0.5706798616538656,0.43915498447115264,Hiv/Aids,0.7694407652879884,Total Expenditure,-0.9865544278927358,Alcohol,0.530313899855509,64.84891722928191
Bmi & Gdp & Measles,0.4071559418546788,0.4388295715328677,Gdp,0.21303861203423247,Bmi,0.00023939940450727482,Measles,7.641986499511532e-06,60.28048877697735
Hiv/Aids & Infant Deaths & Population,0.41793906341379167,0.4347796011746037,Infant Deaths,-1.0319250998677993,Population,-0.018081477557749682,Hiv/Aids,1.4344001601079848e-08,72.30126209049556
Diphtheria & Hiv/Aids & Infant Deaths,0.48628015663381424,0.43205161411761683,Infant Deaths,0.1205711067531875,Hiv/Aids,-0.9472490789750406,Diphtheria,-0.008951164355134988,61.611551414720424
Bmi & Gdp & Percentage Expenditure,0.41360870321304327,0.4311789504482487,Gdp,0.22866480197186523,Bmi,0.000322630430608707,Percentage Expenditure,-0.0006995803234155729,59.631784181567696
Bmi & Percentage Expenditure & Thinness 1-19 Years,0.4460812431746647,0.42457942123732795,Thinness 1-19 Years,0.1784431910123123,Bmi,0.0011647562366154558,Percentage Expenditure,-0.4658245438249389,64.38214816457426
Bmi & Gdp & Military,0.41406325501759655,0.42370025809670414,Gdp,0.21940037189125522,Military,0.00023451731924819874,Bmi,-0.05329957848407225,60.08956288004188
Hiv/Aids & Population & Total Expenditure,0.41937028375921315,0.4233176552910478,Population,-1.0544567519954917,Hiv/Aids,-4.165450159964332e-09,Total Expenditure,0.9019069936030809,66.57168511195168
Diphtheria & Fdi & Hiv/Aids,0.4779063101062374,0.42178687366172196,Fdi,0.12433758301360827,Hiv/Aids,0.030521582003979142,Diphtheria,-0.9634496136553239,60.76418757994536
Alcohol & Bmi & Diphtheria,0.43537367585615766,0.42059739329721,Diphtheria,0.42230329490591667,Bmi,0.20736171588182906,Alcohol,0.10426877663708183,51.043804915478205
Bmi & Fdi & Percentage Expenditure,0.3993768911753044,0.41851703849275174,Fdi,0.2246673622949849,Bmi,0.01180094000018063,Percentage Expenditure,0.0013911770553779856,59.922715958855534
Hepatitis B & Hiv/Aids & Infant Deaths,0.4268791120568025,0.4171021897533621,Infant Deaths,0.03625100872750361,Hiv/Aids,-1.078436525000723,Hepatitis B,-0.009294736613610466,69.38765046034109
Bmi & Hepatitis B & Measles,0.31330761358636383,0.4167674041032643,Bmi,0.24082867175195508,Measles,0.04310931654498616,Hepatitis B,2.7531084859096222e-05,57.21616641012635
Bmi & Hepatitis B & Polio,0.3749317454454091,0.41592182964222335,Polio,0.23688637720607056,Bmi,0.006562194142740577,Hepatitis B,0.09238006234698891,52.397164289177184
Alcohol & Bmi & Under-Five Deaths,0.371472450368283,0.41453238213204735,Under-Five Deaths,0.5526225452635118,Bmi,0.2100850453643379,Alcohol,-0.0028782839378706793,59.32914655817508
Bmi & Diphtheria & Hepatitis B,0.39192244470452253,0.41435224952951116,Diphtheria,0.2296779202868306,Bmi,0.12350876724044052,Hepatitis B,-0.003895564498951523,50.950831275945404
Bmi & Diphtheria & Under-Five Deaths,0.39198310443255824,0.41413955036555017,Diphtheria,0.2292072556981786,Under-Five Deaths,0.1119938226364737,Bmi,-0.0013950423849433125,51.597915787855015
Fdi & Hiv/Aids & Military,0.3752834011567757,0.41301182557926497,Fdi,0.03429857017899147,Military,-1.1025380023703462,Hiv/Aids,0.004336500323180614,71.64735981236957
Bmi & Fdi & Gdp,0.41887082674872755,0.4126438791218199,Fdi,0.22525614056418697,Gdp,0.010327873842035484,Bmi,0.00022710081046397462,59.765717697384815
Hiv/Aids & Military & Population,0.3726432149449218,0.4125469599144441,Population,-1.072312408254641,Military,-0.04997592289437084,Hiv/Aids,-6.731829219064345e-09,72.08282130217734
Alcohol & Bmi & Polio,0.42283571889543725,0.4125180857938132,Polio,0.4365830278970537,Bmi,0.21167215760113445,Alcohol,0.08342812925211823,52.51713781296112
Bmi & Diphtheria & Percentage Expenditure,0.47469488526916764,0.4117676348839781,Diphtheria,0.2121368169138353,Bmi,0.11322388467314567,Percentage Expenditure,0.0012419731210956408,51.029962750399626
Bmi & Gdp & Total Expenditure,0.41898554285576517,0.4096554233083557,Gdp,0.22022624191048054,Total Expenditure,0.000217818876154595,Bmi,0.14729914890002715,59.18568926132481
Bmi & Polio & Thinness 5-9 Years,0.43246715258564383,0.4094329613041074,Polio,0.18710045593237035,Thinness 5-9 Years,0.09729673164542196,Bmi,-0.46736736705018034,56.74712696571433
Alcohol & Bmi & Infant Deaths,0.3683104788341912,0.4091247250875245,Infant Deaths,0.5086078047317503,Bmi,0.2244878965359055,Alcohol,-0.0014437432252633886,58.568670063771734
Hiv/Aids & Military & Under-Five Deaths,0.4204652213569038,0.4091132100763408,Hiv/Aids,-1.048006978827546,Military,0.025416390597171264,Under-Five Deaths,-0.009694712044175383,72.19432942899945
Alcohol & Bmi & Population,0.3710067808676062,0.40895304062439497,Population,0.566219515367226,Bmi,0.21780743515333062,Alcohol,2.900344325817983e-09,58.64811433107556
Bmi & Infant Deaths & Under-Five Deaths,0.3886008209127634,0.40855058724118937,Infant Deaths,0.2462032027097292,Under-Five Deaths,0.2249986278574025,Bmi,-0.17067853033754138,60.50220254287065
Diphtheria & Hiv/Aids & Population,0.47622500344345814,0.4083070184025511,Population,0.11907177177927965,Hiv/Aids,-0.9495561479350674,Diphtheria,-4.145591758764056e-09,61.68735330095067
Diphtheria & Hepatitis B & Hiv/Aids,0.4739035043577523,0.4072647748978953,Hiv/Aids,0.1338086054421621,Diphtheria,-0.0021486967134338383,Hepatitis B,-0.9549333408464425,60.414287310522546
Bmi & Percentage Expenditure & Total Expenditure,0.39886304094731506,0.40668311805997215,Total Expenditure,0.22282784240719683,Bmi,0.0012894056937283393,Percentage Expenditure,0.17414920267235542,59.42945338334853
Bmi & Polio & Thinness 1-19 Years,0.43708305213975884,0.40643819322009045,Polio,0.17969301013249264,Thinness 1-19 Years,0.08800050972170037,Bmi,-0.5551301211474815,58.19313270088872
Bmi & Hepatitis B & Thinness 5-9 Years,0.3868676706989854,0.4057718201743591,Bmi,0.1880364121392968,Thinness 5-9 Years,0.026300902727049907,Hepatitis B,-0.5692566759865866,63.2092870228486
Bmi & Hepatitis B & Percentage Expenditure,0.4246132224285959,0.40536159615853173,Bmi,0.21828461064362847,Hepatitis B,0.051548531291719095,Percentage Expenditure,0.0013276163020585902,56.32361842132808
Bmi & Thinness 5-9 Years & Total Expenditure,0.3749544223142034,0.40452049511281873,Thinness 5-9 Years,0.18906932983359362,Total Expenditure,-0.5252316122938001,Bmi,0.18935351781133408,64.09483191123685
Bmi & Percentage Expenditure & Under-Five Deaths,0.4067464469140317,0.40380623251836106,Under-Five Deaths,0.2287732473154388,Bmi,0.0013547292505918162,Percentage Expenditure,-0.0028551879018221303,60.24387226421163
Hiv/Aids & Percentage Expenditure & Population,0.5257492587411725,0.40379087139417524,Population,-1.0005720450169262,Hiv/Aids,0.0018794107096107141,Percentage Expenditure,-4.501922309116738e-09,70.30726200945088
Alcohol & Bmi & Hepatitis B,0.3853326488266007,0.40317311923047916,Bmi,0.5749932731896613,Hepatitis B,0.19982866475196673,Alcohol,0.036306762310908625,56.52505314662346
Bmi & Infant Deaths & Thinness 1-19 Years,0.38504573981373313,0.4029223288285618,Infant Deaths,0.19619175767795324,Thinness 1-19 Years,0.006505801993522967,Bmi,-0.6313371036454709,65.13767892624304
Hepatitis B & Hiv/Aids & Population,0.4042428518241325,0.4028780291967181,Population,0.04938209569686319,Hiv/Aids,-0.9861720258413109,Hepatitis B,-3.333569087438093e-09,67.79470793705553
Diphtheria & Gdp & Thinness 5-9 Years,0.40646948479983336,0.40189058366147845,Thinness 5-9 Years,0.1144123252579149,Gdp,0.0002169009638725674,Diphtheria,-0.6593189451812174,61.984035554144825
Bmi & Thinness 1-19 Years & Total Expenditure,0.37876948061256377,0.4013374006520386,Thinness 1-19 Years,0.1955523546249535,Total Expenditure,-0.5466254510871698,Bmi,0.06600325483168112,64.49510862832336
Hepatitis B & Hiv/Aids & Under-Five Deaths,0.4388910503882751,0.4011664689533473,Hiv/Aids,0.04263143263530095,Under-Five Deaths,-1.0734577419615605,Hepatitis B,-0.009038695740137381,69.07185488690672
Bmi & Gdp & Infant Deaths,0.4244096167716778,0.39840769892157823,Infant Deaths,0.21760380135781493,Gdp,0.00023209962609921153,Bmi,-0.0024232566613227166,60.15865395007463
Bmi & Fdi & Total Expenditure,0.3109950602305721,0.3983004879380315,Fdi,0.24864398291471596,Total Expenditure,0.01838262380435459,Bmi,0.23904251623316833,58.81880065454955
Fdi & Hiv/Aids & Population,0.38518673626640526,0.396048746549429,Fdi,0.03335626963606492,Population,-1.0131090951377457,Hiv/Aids,-3.8666660984176815e-09,71.5067675203422
Bmi & Gdp & Under-Five Deaths,0.42493333222099944,0.3958967274848844,Gdp,0.22683307305537612,Under-Five Deaths,0.00022149741442413197,Bmi,-0.0029622402571269114,59.8944976885421
