,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Birth Per Woman & Diphtheria & Thinness 5-9 Years & Under-Five Deaths,0.6570633684675957,0.6988870128077754,Thinness 5-9 Years,-4.123562978996461,Birth Per Woman,0.028695180114266503,Diphtheria,-0.49762072563570325,Under-Five Deaths,0.002733142802028951,81.47419971739879
Adult Mortality & Hiv/Aids & Thinness 1-19 Years & Thinness 5-9 Years,0.6569690697350776,0.6519150667225511,Adult Mortality,-0.03153802502526617,Thinness 5-9 Years,-0.4349148623073342,Thinness 1-19 Years,-0.3496734602535323,Hiv/Aids,-0.3071265564196789,78.92466674134498
Adult Mortality & Hepatitis B & Hiv/Aids & Thinness 5-9 Years,0.6567780588968406,0.6513756849441601,Adult Mortality,-0.03295589543132761,Thinness 5-9 Years,0.035268079889829884,Hiv/Aids,-0.4030014840124414,Hepatitis B,-0.5486364391214497,75.90196206255034
Alcohol & Bmi & Fdi & Water,0.6567372901205997,0.6656623278376005,Fdi,0.12084836325368283,Alcohol,0.07976543518292573,Water,0.014139450335687205,Bmi,0.32736962061573394,38.57302184889063
Bmi & Fdi & Total Expenditure & Water,0.6566689215201531,0.6704471215099179,Fdi,0.0754414719236693,Water,0.011312855417347667,Total Expenditure,0.17202441053009385,Bmi,0.3457001119216935,36.82107535214444
Adult Mortality & Hiv/Aids & Percentage Expenditure & Under-Five Deaths,0.6566320201131632,0.6535315588091979,Adult Mortality,-0.034506061297938095,Hiv/Aids,-0.4753619685616185,Under-Five Deaths,0.0011221019870003568,Percentage Expenditure,-0.007033046170972158,75.97077441037698
Bmi & Gdp & Hiv/Aids & Thinness 1-19 Years,0.6566074018462866,0.6841830048411968,Thinness 1-19 Years,0.13677423722162885,Gdp,0.0001800160300452231,Hiv/Aids,-0.8336097675216949,Bmi,-0.37610055548078913,66.68391293012454
Birth Per Woman & Bmi & Infant Deaths & Under-Five Deaths,0.6565815408381774,0.6455513479786942,Infant Deaths,-4.049175378785973,Birth Per Woman,0.09146573082822682,Under-Five Deaths,0.026512377447363324,Bmi,-0.021537377329719574,78.07731739376109
Adult Mortality & Diphtheria & Hepatitis B & Thinness 1-19 Years,0.6565212349977614,0.6117646050547177,Adult Mortality,-0.042667714589807025,Thinness 1-19 Years,0.08565899050126227,Diphtheria,-0.007590017275575664,Hepatitis B,-0.5615932411754232,72.97483337447458
Birth Per Woman & Bmi & Fdi & Hepatitis B,0.6565136327586039,0.6337450726720072,Fdi,-4.108202305424715,Birth Per Woman,0.08524404793065395,Bmi,0.009229238415975474,Hepatitis B,0.02158068229019097,76.32796580279738
Adult Mortality & Alcohol & Thinness 5-9 Years & Under-Five Deaths,0.6564847478552585,0.6398657381275595,Adult Mortality,-0.04560645503579158,Alcohol,0.4582398144956099,Thinness 5-9 Years,-0.3739713479183964,Under-Five Deaths,-0.002369632568128499,77.14464786935318
Birth Per Woman & Fdi & Infant Deaths & Thinness 1-19 Years,0.656442145816641,0.6790904807255231,Infant Deaths,-4.279268736743833,Birth Per Woman,0.006939224772617457,Fdi,0.0026575273745345837,Thinness 1-19 Years,-0.4622835975438136,84.12232785980059
Adult Mortality & Percentage Expenditure & Thinness 5-9 Years & Total Expenditure,0.6564379802314744,0.6300313239186229,Adult Mortality,-0.04212169983721851,Thinness 5-9 Years,0.0009171652687078929,Total Expenditure,-0.500885593251173,Percentage Expenditure,0.1332005814243765,77.64008013168632
Adult Mortality & Fdi & Gdp & Hiv/Aids,0.6564212184684726,0.6016677978028275,Adult Mortality,-0.03429298108035749,Fdi,0.01228592511362793,Gdp,0.00022343839322652194,Hiv/Aids,-0.49160641630467555,74.99697219574169
Bmi & Fdi & Population & Water,0.6564037386009484,0.6613349470956493,Fdi,0.08009974840970188,Water,0.011639231072643383,Population,-2.3372852611669437e-09,Bmi,0.3496439459447592,37.35041224850603
Birth Per Woman & Bmi & Polio & Population,0.656396002876524,0.6450352736342444,Population,-4.030562820129245,Birth Per Woman,0.09206270257953524,Polio,0.024252483611180046,Bmi,-1.300515639623967e-09,75.89876625211532
Birth Per Woman & Fdi & Infant Deaths & Thinness 5-9 Years,0.6563727924681618,0.687552573385224,Infant Deaths,-4.286136314775961,Birth Per Woman,0.006629879406962039,Fdi,0.0025544778738461754,Thinness 5-9 Years,-0.4561550955315161,84.06898627814489
Adult Mortality & Alcohol & Hepatitis B & Thinness 5-9 Years,0.6562740919007428,0.6573486643975195,Adult Mortality,-0.042513217809872876,Alcohol,0.4612446260844126,Thinness 5-9 Years,0.0322818404925157,Hepatitis B,-0.3913053927222559,74.01066957240825
Birth Per Woman & Fdi & Thinness 5-9 Years & Total Expenditure,0.6562110435171096,0.6944463994268848,Fdi,-4.3661539586638405,Birth Per Woman,0.006205816612351839,Thinness 5-9 Years,-0.3643355800067388,Total Expenditure,0.15600617309348544,82.91881146108037
Birth Per Woman & Hepatitis B & Percentage Expenditure & Population,0.6561901106275492,0.6900938132839074,Population,-4.3837424459103,Birth Per Woman,0.023317570716353566,Hepatitis B,0.0009294135111317367,Percentage Expenditure,-1.9821797016261744e-09,79.76962756839984
Birth Per Woman & Diphtheria & Military & Thinness 1-19 Years,0.6561128056510335,0.6856435814829833,Thinness 1-19 Years,-4.1683369370389585,Birth Per Woman,0.018379660872506073,Military,0.21916252202256534,Diphtheria,-0.42086204418782236,81.68615463709435
Birth Per Woman & Bmi & Diphtheria & Polio,0.6560835554121252,0.6563032259467867,Diphtheria,-4.075347546713853,Birth Per Woman,0.09398616189671644,Polio,0.027564319452272584,Bmi,0.004115504282176302,75.059424184182
Alcohol & Birth Per Woman & Thinness 1-19 Years & Thinness 5-9 Years,0.6560802014422764,0.6871954466753388,Thinness 5-9 Years,-0.018449614872361,Alcohol,-4.358809727954295,Birth Per Woman,-0.12487743571985144,Thinness 1-19 Years,-0.2996718261572018,84.4272179868518
Fdi & Percentage Expenditure & Polio & Water,0.656055354564155,0.7024072083033228,Fdi,0.014188360539128461,Water,0.0010386848164082411,Polio,0.021969356046468425,Percentage Expenditure,0.3482044065024438,37.863118459611044
Birth Per Woman & Infant Deaths & Percentage Expenditure & Population,0.6560068909632373,0.6872025146274354,Infant Deaths,-4.414506832232468,Birth Per Woman,-0.004917179125070861,Population,0.001056887347443892,Percentage Expenditure,2.2716459824323465e-09,81.69426582924996
Gdp & Measles & Total Expenditure & Water,0.6559703074595553,0.7016804979797353,Gdp,0.0001385376275109794,Water,-1.0414382047114687e-06,Total Expenditure,0.26473854990783674,Measles,0.35050544086292423,37.843487570460454
Adult Mortality & Bmi & Fdi & Percentage Expenditure,0.6559662332116023,0.721328686281434,Adult Mortality,-0.03867655378233555,Fdi,0.14629491714174284,Bmi,0.0044071804172240185,Percentage Expenditure,0.0009633183689084224,69.7530371311889
Birth Per Woman & Bmi & Diphtheria & Infant Deaths,0.6558959931495483,0.6590702242464869,Infant Deaths,-3.8565377843961497,Birth Per Woman,0.09580305258858883,Diphtheria,0.03722762814542828,Bmi,-0.0012570712909246995,74.00989634053919
Gdp & Infant Deaths & Percentage Expenditure & Water,0.6558761559252879,0.7137834112644034,Infant Deaths,8.246482419183353e-05,Water,-0.0045375082140758265,Gdp,0.00045289354872910664,Percentage Expenditure,0.358240787022152,38.9538701003368
Adult Mortality & Diphtheria & Percentage Expenditure & Under-Five Deaths,0.6558660160098095,0.6076494871527419,Adult Mortality,-0.04433379761320507,Diphtheria,0.08381243172539316,Under-Five Deaths,0.0010549276068581442,Percentage Expenditure,-0.004644355661119333,69.44962403668275
Birth Per Woman & Schooling & Total Expenditure & Under-Five Deaths,0.655817713861494,0.7328711695797465,Schooling,-3.294511109389785,Birth Per Woman,1.0546268079078505,Total Expenditure,0.14348814731317663,Under-Five Deaths,-0.0012932333459332312,65.23146323197433
Birth Per Woman & Bmi & Infant Deaths & Measles,0.6558078049196638,0.6432141426454809,Infant Deaths,-4.307068504615744,Birth Per Woman,0.07894498955587899,Bmi,-0.0021181091805091597,Measles,-6.899374480562326e-06,79.17386259267195
Adult Mortality & Fdi & Hiv/Aids & Thinness 5-9 Years,0.655785325526032,0.6346150245622079,Adult Mortality,-0.03307971018915336,Fdi,0.008156733983474496,Thinness 5-9 Years,-0.43179397755795207,Hiv/Aids,-0.6266818937922959,78.96806326558605
Adult Mortality & Bmi & Military & Thinness 5-9 Years,0.6557052301514825,0.6850586634462775,Adult Mortality,-0.04096529412888973,Thinness 5-9 Years,0.1295251305501066,Military,-0.05355016319318297,Bmi,-0.32856366322244684,73.35244712278036
Birth Per Woman & Hepatitis B & Infant Deaths & Thinness 1-19 Years,0.6555172005598924,0.6789322718799602,Infant Deaths,-4.239732366879474,Birth Per Woman,0.011395901596905685,Thinness 1-19 Years,0.0037294796801398203,Hepatitis B,-0.45464156816211543,82.94054503126924
Birth Per Woman & Gdp & Percentage Expenditure & Population,0.6554612094713483,0.6870438160833144,Population,-4.344532639710098,Birth Per Woman,0.00015529605434542887,Gdp,4.107448523021114e-05,Percentage Expenditure,-2.7954924627048277e-09,81.48601883342593
Birth Per Woman & Military & Percentage Expenditure & Polio,0.6554499240867921,0.6917115937777385,Polio,-4.491185252446027,Birth Per Woman,0.2929449183584362,Military,0.000905321240642798,Percentage Expenditure,0.01800954056262518,79.89088035998155
Bmi & Hiv/Aids & Percentage Expenditure & Polio,0.6554447760922564,0.673447588689527,Hiv/Aids,0.17120867728283587,Polio,-0.8141940664110772,Bmi,0.0013214177177965913,Percentage Expenditure,0.06596289882923578,58.23221707599583
Birth Per Woman & Fdi & Population & Schooling,0.6554085313258198,0.7242241980849649,Fdi,-3.298937254573547,Birth Per Woman,0.016642125857231245,Schooling,-6.58877029324767e-10,Population,1.0228375170647832,66.33064890868518
Birth Per Woman & Diphtheria & Percentage Expenditure & Population,0.6553659704540336,0.6998131764064444,Population,-4.314334639276197,Birth Per Woman,0.036901542878036896,Diphtheria,0.0009158928821377007,Percentage Expenditure,-1.7881210609416165e-09,78.26802336822016
Birth Per Woman & Bmi & Hepatitis B & Thinness 1-19 Years,0.6552749279705775,0.7181326600850948,Thinness 1-19 Years,-3.97430756736642,Birth Per Woman,0.055804789524734374,Bmi,0.004835214163371654,Hepatitis B,-0.3414848246185877,80.23871623703468
Birth Per Woman & Fdi & Gdp & Percentage Expenditure,0.6552402575524003,0.6986314106051996,Fdi,-4.469200876682487,Birth Per Woman,0.01247324959992773,Gdp,0.00011414245100800635,Percentage Expenditure,0.00032595965367901913,81.61075626868232
Birth Per Woman & Military & Schooling & Under-Five Deaths,0.6550822342144162,0.7280309375381573,Schooling,-3.3283597562814036,Birth Per Woman,0.07365569573370266,Military,1.0282132181385288,Under-Five Deaths,-0.0015826790721069715,66.43176021328699
Adult Mortality & Diphtheria & Gdp & Military,0.6550469552159437,0.5785396243259374,Adult Mortality,-0.04315125573789635,Gdp,0.0994027634832489,Military,0.00017637713215765127,Diphtheria,0.06385892846782075,67.25951155397624
Birth Per Woman & Diphtheria & Population & Thinness 1-19 Years,0.6550460692866291,0.688038226291193,Thinness 1-19 Years,-4.208143025337385,Birth Per Woman,0.020800715824950584,Population,5.08086446179834e-09,Diphtheria,-0.4296607339855211,81.86714067534207
Birth Per Woman & Infant Deaths & Population & Thinness 1-19 Years,0.6549238894931028,0.6725032188395539,Infant Deaths,-4.423811548667431,Birth Per Woman,0.0010328044956106845,Thinness 1-19 Years,3.4975468925137893e-09,Population,-0.42932278350479963,84.14649701587481
Birth Per Woman & Hepatitis B & Military & Percentage Expenditure,0.6548891865182346,0.6906539689956466,Hepatitis B,-4.3035589485516965,Birth Per Woman,0.019936325184632606,Military,0.14722878120885705,Percentage Expenditure,0.0010136134016079344,79.55340678350026
Alcohol & Birth Per Woman & Bmi & Measles,0.6547268647688482,0.645267370161853,Bmi,0.05041689484849737,Alcohol,-4.196213645125277,Birth Per Woman,0.07914614375772544,Measles,-2.5933427409086107e-05,78.60807261504466
Diphtheria & Infant Deaths & Polio & Water,0.6547021863526258,0.6030489650011817,Infant Deaths,0.031236685849933582,Water,-0.005075308282401561,Diphtheria,0.0015545934197483784,Polio,0.3768697403002207,35.613690532748436
Infant Deaths & Population & Under-Five Deaths & Water,0.6546802925583454,0.6095137190872945,Infant Deaths,0.06098071365292828,Water,4.1410171235428715e-09,Population,-0.0510067988451482,Under-Five Deaths,0.36877621600596744,39.21957516722247
Birth Per Woman & Diphtheria & Polio & Thinness 1-19 Years,0.6546395104152608,0.6863907795710733,Thinness 1-19 Years,-4.168103678377135,Birth Per Woman,0.03005035071667292,Diphtheria,0.004014294395824208,Polio,-0.3840268117823711,80.70236638700231
Adult Mortality & Diphtheria & Gdp & Hepatitis B,0.6545760976717869,0.593700199084995,Adult Mortality,-0.04432366583148263,Gdp,0.07672616610861782,Diphtheria,0.00018625388695059364,Hepatitis B,0.003582449094650763,69.31496245418707
Adult Mortality & Gdp & Military & Thinness 1-19 Years,0.6545696855178254,0.6673699047367249,Adult Mortality,-0.041576625561430026,Thinness 1-19 Years,0.0001547473710407905,Military,0.1625713230076757,Gdp,-0.5501877645563368,78.04004668168582
Diphtheria & Military & Total Expenditure & Water,0.6545570666420432,0.613026985936706,Diphtheria,0.02085454710814991,Water,-0.1573038543666393,Military,0.31501819066293374,Total Expenditure,0.37987771707749646,34.42288284062635
Alcohol & Birth Per Woman & Diphtheria & Thinness 5-9 Years,0.6545011257331261,0.7027943599335884,Thinness 5-9 Years,-0.032375171009821346,Alcohol,-4.238660376948198,Birth Per Woman,0.026451342488151397,Diphtheria,-0.4169037162473972,81.7717987047541
Adult Mortality & Gdp & Hepatitis B & Thinness 1-19 Years,0.6544348429208178,0.6946116272548795,Adult Mortality,-0.04145875459148216,Thinness 1-19 Years,0.000149863502544022,Gdp,0.03405340883129453,Hepatitis B,-0.4643670024391419,75.41506438244127
Military & Percentage Expenditure & Polio & Water,0.6543779520258047,0.7062797712260515,Polio,0.0005586649619291047,Water,0.0008950541494304067,Military,0.02642177998317539,Percentage Expenditure,0.35061018249922044,37.32126504269071
Birth Per Woman & Bmi & Diphtheria & Measles,0.6543517883534018,0.6650795200406283,Diphtheria,-3.9570514075452174,Birth Per Woman,0.0937233153790443,Bmi,0.03456612728047668,Measles,-1.320416024158666e-05,74.64742849200836
Birth Per Woman & Thinness 1-19 Years & Thinness 5-9 Years & Under-Five Deaths,0.6541774760874699,0.7003281194036219,Thinness 5-9 Years,-4.284480611064888,Birth Per Woman,-0.1358179872660665,Thinness 1-19 Years,-0.3591927378838709,Under-Five Deaths,0.0019979289730416017,84.17866791911148
Bmi & Gdp & Hiv/Aids & Thinness 5-9 Years,0.6541562593224014,0.688093699231486,Thinness 5-9 Years,0.14278243838578628,Gdp,0.00017814350224134028,Hiv/Aids,-0.8329615212051753,Bmi,-0.35831311938126803,66.47914942694743
Bmi & Diphtheria & Population & Water,0.6540695632337342,0.688609951578284,Population,0.08403170798501149,Water,0.03589920911643041,Diphtheria,-2.0177315859792877e-09,Bmi,0.33054409365669835,35.81115257863016
Bmi & Diphtheria & Measles & Water,0.6539760349141868,0.6887810595265783,Diphtheria,0.09233312956326988,Water,0.03937911915603829,Bmi,1.2705822787985321e-05,Measles,0.3205930499575063,35.84794667613654
Adult Mortality & Hiv/Aids & Measles & Thinness 1-19 Years,0.6539045456499488,0.655219556688927,Adult Mortality,-0.03397387465628757,Thinness 1-19 Years,-0.45038780618104046,Hiv/Aids,-2.7274965579304755e-05,Measles,-0.5819688539542616,79.16480300677917
Diphtheria & Gdp & Hiv/Aids & Thinness 1-19 Years,0.6538777772370574,0.5535244234596691,Thinness 1-19 Years,0.09089340610705562,Gdp,0.00021093536893821297,Hiv/Aids,-0.8076093357257179,Diphtheria,-0.5427300565952208,64.9306591016613
Diphtheria & Fdi & Total Expenditure & Water,0.6537772409496301,0.6227522142606898,Fdi,0.03842704379183565,Water,0.015910280087676032,Diphtheria,0.28096116128006876,Total Expenditure,0.3612117331866396,34.358057376706874
Birth Per Woman & Infant Deaths & Population & Thinness 5-9 Years,0.6537628257593555,0.7008018208707504,Infant Deaths,-4.261216728563855,Birth Per Woman,0.0017386859541505195,Thinness 5-9 Years,3.871791372537722e-09,Population,-0.5013069542971791,84.2895203794466
Bmi & Gdp & Hiv/Aids & Percentage Expenditure,0.6537523803745076,0.6074464773679764,Gdp,0.17652703067777692,Hiv/Aids,0.0002498427822086826,Bmi,-0.8374802342651109,Percentage Expenditure,-0.000369384567298435,63.45043238341301
Adult Mortality & Alcohol & Hepatitis B & Hiv/Aids,0.6537423169048501,0.7081761109496862,Adult Mortality,-0.034119336311563934,Alcohol,0.6326772559306123,Hiv/Aids,0.03567324991482301,Hepatitis B,-0.4475263158294905,70.50609915984337
Birth Per Woman & Bmi & Fdi & Polio,0.653717573784447,0.6548323608781592,Fdi,-3.9912599223911607,Birth Per Woman,0.0914249720845926,Polio,0.00973946238908954,Bmi,0.023321713261402352,75.90135763684768
Bmi & Gdp & Hiv/Aids & Infant Deaths,0.6536948332119517,0.6182105862995424,Infant Deaths,0.17273828461686339,Gdp,0.00020224216068951795,Hiv/Aids,-0.8261758079385789,Bmi,-0.003973162544054851,63.57881653717937
Adult Mortality & Polio & Thinness 1-19 Years & Under-Five Deaths,0.6536439468293291,0.6022842038045931,Adult Mortality,-0.04409184824997317,Thinness 1-19 Years,0.0604941243118845,Polio,-0.5809967095784908,Under-Five Deaths,0.0008875796485521281,74.77965099487687
Birth Per Woman & Bmi & Diphtheria & Population,0.6536278286231906,0.666396854780969,Population,-4.000127857739804,Birth Per Woman,0.08774007213634222,Diphtheria,0.03657016605106598,Bmi,-5.188398460864718e-10,74.88140189980835
Adult Mortality & Polio & Population & Thinness 5-9 Years,0.6536061941128938,0.5988106456969663,Adult Mortality,-0.04358634885698236,Thinness 5-9 Years,0.052136980060493845,Population,5.490664478635665e-09,Polio,-0.5681396712386216,75.36557552698373
Birth Per Woman & Bmi & Infant Deaths & Population,0.653523651879852,0.6515271106716032,Infant Deaths,-4.162632566714705,Birth Per Woman,0.09001633732911667,Population,-0.0037071301475510425,Bmi,2.5909189793615894e-09,78.37246906973552
Alcohol & Population & Under-Five Deaths & Water,0.6534286576666668,0.6024349627996072,Population,0.1304760165536796,Alcohol,5.197389134881975e-09,Water,-0.005700693456440877,Under-Five Deaths,0.38383301199299064,36.89443532324902
Bmi & Infant Deaths & Under-Five Deaths & Water,0.653358357021009,0.6968088671564829,Infant Deaths,0.08655574909574236,Water,0.05777013457336842,Under-Five Deaths,-0.04517851109854681,Bmi,0.3345463140822368,38.39719877528268
Adult Mortality & Bmi & Polio & Population,0.6533011479077195,0.6779480021195026,Adult Mortality,-0.03836978265094875,Population,0.16422704242647407,Polio,0.058199812251684004,Bmi,-1.4744630516538848e-10,64.95567636645808
Alcohol & Birth Per Woman & Bmi & Fdi,0.6532680120164527,0.6511438271392176,Fdi,0.054420825900890014,Alcohol,-4.120689791026287,Birth Per Woman,0.08734528304315647,Bmi,0.010914360126184075,77.94102132614604
Alcohol & Infant Deaths & Military & Water,0.6532658925597883,0.5964807372660963,Infant Deaths,0.12524645150881283,Alcohol,-0.005881120375038684,Military,-0.23433518402810577,Water,0.3852821650832826,37.31117429733788
Bmi & Hepatitis B & Population & Water,0.6532186811232616,0.6660720767230681,Population,0.08778891365065272,Water,0.0019292337646398998,Bmi,-1.1511793879259713e-09,Hepatitis B,0.34744163975085984,37.02800417914525
Bmi & Hiv/Aids & Percentage Expenditure & Total Expenditure,0.6531130292125368,0.5775551604312386,Hiv/Aids,0.17442404402426614,Total Expenditure,-0.8290421205287366,Bmi,0.001242695106592362,Percentage Expenditure,0.27600560788617795,62.19719569265643
Diphtheria & Fdi & Infant Deaths & Water,0.6530867905433217,0.6211231561426509,Infant Deaths,0.029174387460667688,Water,0.01789148258370185,Fdi,-0.005496326668091245,Diphtheria,0.37274812799125795,36.1459717337752
Alcohol & Birth Per Woman & Fdi & Thinness 1-19 Years,0.6530732855511996,0.6820778089600715,Fdi,-0.02273006978882778,Alcohol,-4.365425339736877,Birth Per Woman,0.011884807212908743,Thinness 1-19 Years,-0.444899654641445,84.3401830663058
Birth Per Woman & Bmi & Polio & Thinness 1-19 Years,0.6529806235627762,0.7299745346699578,Thinness 1-19 Years,-3.9221155815348565,Birth Per Woman,0.06040519207396197,Polio,0.014047404974672162,Bmi,-0.310237382287024,79.0998799840971
Birth Per Woman & Population & Thinness 1-19 Years & Under-Five Deaths,0.6529564164167884,0.6786087625696989,Thinness 1-19 Years,-4.321880104027392,Birth Per Woman,2.909890592367081e-09,Population,-0.44711503032970235,Under-Five Deaths,0.0011369251171455797,84.19150001482919
Birth Per Woman & Hepatitis B & Percentage Expenditure & Polio,0.6529081247792523,0.7046108105154536,Polio,-4.407898334531035,Birth Per Woman,0.023062899198244936,Hepatitis B,0.0009815609064955308,Percentage Expenditure,0.00567874135655772,79.32463569705055
Birth Per Woman & Measles & Population & Thinness 5-9 Years,0.652792099036608,0.705377303268655,Thinness 5-9 Years,-4.1561061709606415,Birth Per Woman,-2.9179264830492723e-05,Population,6.3018060602657955e-09,Measles,-0.4684648383859316,83.84056128732063
Birth Per Woman & Gdp & Hepatitis B & Polio,0.6527795320189123,0.710457904113626,Gdp,-4.358579652449864,Birth Per Woman,0.0001495554200584023,Polio,0.01635768223245544,Hepatitis B,0.01630342703021403,78.6907889022198
Adult Mortality & Gdp & Hiv/Aids & Percentage Expenditure,0.6527737156344358,0.616989366750943,Adult Mortality,-0.0352718281305833,Gdp,0.00026480511255895837,Hiv/Aids,-0.4455996363062939,Percentage Expenditure,-0.0004570886849308243,75.19598248871333
Birth Per Woman & Bmi & Diphtheria & Fdi,0.6527555321444007,0.6703091552478324,Fdi,-4.060146337420739,Birth Per Woman,0.08840304554248206,Diphtheria,0.03623944153467175,Bmi,0.011474810956689948,74.79508992100236
Adult Mortality & Alcohol & Fdi & Total Expenditure,0.6527350038815911,0.518786183287024,Adult Mortality,-0.048764758197927756,Alcohol,0.6007162822819255,Fdi,0.011332271812677597,Total Expenditure,0.20424029882225883,73.70449462912848
Military & Polio & Under-Five Deaths & Water,0.6526600129224163,0.5998529959745056,Polio,-0.17342545351394703,Water,0.006192743410067071,Military,-0.004580698931632765,Under-Five Deaths,0.3848843221127959,37.4970318279919
Diphtheria & Military & Under-Five Deaths & Water,0.6526044509562197,0.6173021266537088,Diphtheria,0.033270119277549866,Water,-0.09769428942395508,Military,-0.003879944005621583,Under-Five Deaths,0.36900772153487843,36.40907613512935
Birth Per Woman & Infant Deaths & Thinness 1-19 Years & Total Expenditure,0.6525958907684176,0.6935665824314562,Infant Deaths,-4.289826162854839,Birth Per Woman,0.002837228326988371,Thinness 1-19 Years,-0.44035537063545255,Total Expenditure,0.25578394717036934,82.63304539508565
Adult Mortality & Alcohol & Diphtheria & Measles,0.6525658078261456,0.6266518188139617,Adult Mortality,-0.045415584757615715,Alcohol,0.5757135636477742,Diphtheria,0.07034825171293818,Measles,-4.344714706949748e-05,68.75375330239375
Birth Per Woman & Infant Deaths & Measles & Total Expenditure,0.6525119664983743,0.5822380649680452,Infant Deaths,-4.844529585287082,Birth Per Woman,-0.0032489355740237514,Total Expenditure,-1.2604688163637447e-05,Measles,0.3989086045311067,81.4240403127768
Adult Mortality & Bmi & Measles & Under-Five Deaths,0.65246287158386,0.6320013798689503,Adult Mortality,-0.04306943169521467,Under-Five Deaths,0.14316827233646165,Bmi,6.346610313984202e-06,Measles,-0.004370932114687417,71.68681580859922
Adult Mortality & Measles & Thinness 1-19 Years & Thinness 5-9 Years,0.6524482997338026,0.5251370440941654,Adult Mortality,-0.04613186947111086,Thinness 5-9 Years,-2.5752779893875588e-05,Thinness 1-19 Years,-0.47183442623101485,Measles,-0.15692199465641338,80.57507375906597
Adult Mortality & Hepatitis B & Percentage Expenditure & Thinness 5-9 Years,0.6524115623825549,0.6664027664595763,Adult Mortality,-0.03978802488039739,Thinness 5-9 Years,0.030595105139954854,Hepatitis B,0.000997386016843592,Percentage Expenditure,-0.5282291776976538,75.57687873589214
Birth Per Woman & Military & Population & Total Expenditure,0.6523478052686303,0.5773967811177491,Population,-4.71540084878986,Birth Per Woman,0.23482282009884958,Military,-2.751126659816805e-09,Total Expenditure,0.3792075705286517,80.84211685687771
Alcohol & Birth Per Woman & Diphtheria & Population,0.6523403011693532,0.5654583502993754,Population,0.09492163220771765,Alcohol,-4.487648574413107,Birth Per Woman,0.04277015648306235,Diphtheria,-3.6628149402417876e-09,78.77785590380364
Gdp & Hepatitis B & Percentage Expenditure & Water,0.6521890114292488,0.7031772942444983,Gdp,6.892642754157174e-05,Water,0.014248884561363964,Hepatitis B,0.0005382735054055184,Percentage Expenditure,0.3401138104300042,39.42932972806737
Alcohol & Bmi & Military & Water,0.6521136397395182,0.6670321330505944,Bmi,0.11570411121419868,Alcohol,0.08772523634757856,Military,-0.10292351081420958,Water,0.32616549053239174,38.85930213665418
Adult Mortality & Hiv/Aids & Population & Thinness 5-9 Years,0.6519850054422718,0.6526577888532746,Adult Mortality,-0.034260006412161106,Thinness 5-9 Years,-0.37380679263893146,Population,4.899600225538592e-09,Hiv/Aids,-0.6250099317540067,79.15882207737032
Birth Per Woman & Military & Population & Thinness 5-9 Years,0.6519831846666198,0.7104572190208037,Thinness 5-9 Years,-4.229343523086096,Birth Per Woman,0.23805610944249592,Military,5.617107501354468e-09,Population,-0.5004006258567428,83.68218016104221
Alcohol & Diphtheria & Fdi & Water,0.6519626852575662,0.6179269997890541,Fdi,0.1480724591444644,Alcohol,0.03353249360589616,Water,0.016233680364386896,Diphtheria,0.3663035440864084,35.32623366232805
Adult Mortality & Hiv/Aids & Military & Percentage Expenditure,0.6518985849473762,0.57620990144798,Adult Mortality,-0.03719347557596194,Hiv/Aids,-0.42951399643342314,Military,0.07014141260228994,Percentage Expenditure,0.0011841403066522038,75.9063611193762
Alcohol & Military & Under-Five Deaths & Water,0.6517882504232659,0.6030879690462627,Under-Five Deaths,0.13667920113153423,Alcohol,-0.13946647444917323,Military,-0.004708122049723373,Water,0.37507503194332903,37.963665271337746
Birth Per Woman & Fdi & Thinness 5-9 Years & Under-Five Deaths,0.6516681846207276,0.6991981887204153,Fdi,-4.273168411407568,Birth Per Woman,0.008508542058612865,Thinness 5-9 Years,-0.4417565649884187,Under-Five Deaths,0.0017324524340852493,83.97120094770396
Military & Polio & Total Expenditure & Water,0.6516436743893208,0.6050386017852913,Total Expenditure,-0.16641670065439457,Water,0.010344676151843257,Military,0.3368755466815049,Polio,0.3855427949103462,34.882170316190454
Adult Mortality & Alcohol & Measles & Thinness 5-9 Years,0.6516310667441149,0.6526205700985619,Adult Mortality,-0.043794837316030066,Alcohol,0.44434651237104883,Thinness 5-9 Years,-2.3137824043506505e-05,Measles,-0.47818167259672845,77.207148903975
Birth Per Woman & Gdp & Measles & Military,0.6515972361566897,0.7167975609481243,Gdp,-4.494124088730797,Birth Per Woman,0.0001512221032278154,Military,-3.719658043608697e-05,Measles,0.16449414188106923,81.53437376932827
Birth Per Woman & Bmi & Hepatitis B & Measles,0.6515631959283752,0.6538153327730728,Bmi,-4.160460234443482,Birth Per Woman,0.08728630247872762,Measles,0.010238513277387791,Hepatitis B,-2.1837169604646545e-05,77.49682242575471
Adult Mortality & Diphtheria & Hiv/Aids & Under-Five Deaths,0.6515128371549639,0.5685020736399644,Adult Mortality,-0.04052344684267969,Hiv/Aids,0.08036494369185876,Diphtheria,-0.32845240701803513,Under-Five Deaths,-0.006740113176936402,70.8395898166554
Birth Per Woman & Diphtheria & Hepatitis B & Under-Five Deaths,0.6514478204818797,0.5664267539613199,Diphtheria,-4.776361362894733,Birth Per Woman,0.02966843722491602,Under-Five Deaths,-0.008384709686599313,Hepatitis B,-0.0033373012634189576,81.87588180903528
