,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
1433,laopeople'sdemocraticrepublic,2008,Developing,62.6,228.0,10,5.1,0.0,61.0,174,16.7,14,6.0,2.77,61.0,0.2,,,9.6,9.7,0.518,9.2,,,,,,,,,,
1434,laopeople'sdemocraticrepublic,2007,Developing,62.1,234.0,11,5.0,0.0,5.0,1678,16.1,15,46.0,4.14,5.0,0.2,,,9.7,9.8,0.509,9.0,,,,,,,,,,
1435,laopeople'sdemocraticrepublic,2006,Developing,61.5,24.0,11,3.69,0.0,57.0,58,15.5,15,56.0,4.14,57.0,0.2,,,9.9,9.9,0.503,9.0,,,,,,,,,,
1436,laopeople'sdemocraticrepublic,2005,Developing,61.0,246.0,11,3.68,0.0,49.0,295,14.9,16,5.0,4.32,49.0,0.2,,,1.0,1.1,0.494,8.7,,,,,,,,,,
1437,laopeople'sdemocraticrepublic,2004,Developing,64.0,252.0,12,3.53,0.0,45.0,1491,14.4,16,46.0,4.54,45.0,0.2,,,1.1,1.2,0.485,8.6,,,,,,,,,,
1438,laopeople'sdemocraticrepublic,2003,Developing,59.8,259.0,12,3.41,0.0,5.0,1810,13.8,17,52.0,4.91,49.0,0.1,,,1.2,1.3,0.47700000000000004,8.3,,,,,,,,,,
1439,laopeople'sdemocraticrepublic,2002,Developing,59.3,265.0,13,3.33,0.0,,2070,13.3,18,55.0,4.4,53.0,0.1,,,1.3,1.4,0.46799999999999997,8.0,,,,,,,,,,
1440,laopeople'sdemocraticrepublic,2001,Developing,58.7,271.0,13,3.13,0.0,,94,12.7,19,55.0,4.32,52.0,0.1,,,1.4,1.5,0.46299999999999997,8.0,,,,,,,,,,
1441,laopeople'sdemocraticrepublic,2000,Developing,58.1,278.0,14,5.16,0.0,,332,12.3,20,57.0,3.41,51.0,0.1,,,1.5,1.5,0.45899999999999996,8.0,,,,,,,,,,
1442,latvia,2015,Developed,74.6,153.0,0,,0.0,94.0,0,61.2,0,95.0,,95.0,0.1,13666.583359999999,1977527.0,2.2,2.1,0.828,16.0,3.0005287173496096,1.53,98.5,,34.2,,,,,2590000.0
1443,latvia,2014,Developed,74.4,156.0,0,0.01,1542.635979,92.0,36,6.7,0,92.0,5.88,92.0,0.1,15725.1374,1993782.0,2.2,2.2,0.8220000000000001,16.0,3.3173762986513595,1.52,98.5,,35.1,,,,,2384000.0
1444,latvia,2013,Developed,74.1,161.0,0,10.37,150.3116884,94.0,0,6.2,0,94.0,5.67,94.0,0.1,1532.2292400000001,212647.0,2.2,2.2,0.8140000000000001,15.4,3.2674990677463502,1.51,98.4,,35.5,,,,,2558000.0
1445,latvia,2012,Developed,73.8,163.0,0,10.21,1356.022164,9.0,3,59.8,0,91.0,5.91,91.0,0.1,13822.8559,234319.0,2.2,2.2,0.812,15.5,3.83652034613006,1.51,98.4,,35.2,,,,,2630873.0
1446,latvia,2011,Developed,73.6,169.0,0,10.14,24.70841046,89.0,1,59.4,0,92.0,6.1,92.0,0.1,1372.68947,25979.0,2.2,2.3,0.81,15.8,5.37948468770827,1.51,98.3,,35.8,,,0.022000000000000002,,2309000.0
1447,latvia,2010,Developed,72.8,18.0,0,9.8,1109.969508,91.0,0,58.9,0,92.0,6.55,92.0,0.1,11326.21947,297555.0,2.2,2.3,0.815,16.0,1.99605492455877,1.51,98.3,,35.0,,,0.028999999999999998,,2306100.0
1448,latvia,2009,Developed,72.6,184.0,0,9.85,1137.6237,92.0,0,58.5,0,94.0,6.84,94.0,0.1,12219.373790000001,2141669.0,2.3,2.3,0.821,16.4,-0.571493336036068,1.5,98.2,,36.0,,,,,2303600.0
1449,latvia,2008,Developed,71.9,199.0,0,11.84,253.4022338,93.0,3,58.1,0,94.0,6.63,94.0,0.1,16348.53121,2177322.0,2.3,2.4,0.8190000000000001,16.3,4.02230580857391,1.49,98.2,,37.2,,,0.0,905.0,2298610.0
1450,latvia,2007,Developed,78.0,221.0,0,12.12,170.9884138,91.0,0,57.7,0,94.0,7.1,94.0,0.1,1444.1589,22325.0,2.4,2.4,0.8140000000000001,16.2,8.7818445198775,1.46,98.1,537.0,37.5,,,,794.0,2217008.0
1451,latvia,2006,Developed,75.0,229.0,0,10.4,1099.2488369999999,94.0,7,57.4,0,96.0,6.8,96.0,0.1,9667.9757,2218357.0,2.4,2.5,0.807,16.2,7.95672123597261,1.43,98.1,,35.6,,,0.0264,760.0,2183696.0
1452,latvia,2005,Developed,76.0,216.0,0,9.92,86.9255399,99.0,2,57.0,0,99.0,6.37,99.0,0.1,7558.7426,2238799.0,2.5,2.5,0.7909999999999999,15.9,4.78939510472563,1.4,98.0,,39.0,,,,687.0,1871602.0
1453,latvia,2004,Developed,71.0,26.0,0,8.81,80.0328375,98.0,0,56.6,0,99.0,6.51,99.0,0.1,6351.8125,2263122.0,2.5,2.6,0.7759999999999999,15.5,4.12105393113462,1.35,98.0,,36.4,,,0.00249,636.0,1536712.0
1454,latvia,2003,Developed,78.0,29.0,0,8.24,478.06449110000005,98.0,0,56.3,0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,2.6,0.7609999999999999,15.2,2.6991150964522497,1.3,97.9,533.0,,,,,612.0,1219550.0
1455,latvia,2002,Developed,73.0,219.0,0,7.44,376.4570185,98.0,0,56.0,0,98.0,6.29,97.0,0.1,4132.349270000001,231173.0,2.7,2.7,0.746,14.8,1.6798694813771102,1.25,97.9,,,,,0.009470000000000001,563.0,917196.0
1456,latvia,2001,Developed,69.9,228.0,0,6.68,332.2751709,96.0,1,55.7,0,97.0,6.17,97.0,0.1,3572.8513,233717.0,2.8,2.8,0.728,14.2,2.08165516986893,1.21,97.8,,,,,,526.0,656835.0
1457,latvia,2000,Developed,71.0,218.0,0,7.13,291.01707650000003,95.0,0,55.4,0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,2.8,0.716,13.7,4.08591416658282,1.18,97.8,,,,,,501.0,401272.0
1458,lebanon,2015,Developing,74.9,98.0,1,,0.0,81.0,39,66.1,1,75.0,,81.0,0.1,846.632851,5851479.0,4.9,4.9,0.763,13.3,4.32083596735133,1.72,92.3,,,,147.812273213461,,,4657651.0
1459,lebanon,2014,Developing,74.8,99.0,1,1.32,140.3771361,81.0,112,65.4,1,75.0,6.39,81.0,0.1,8161.4614,563279.0,4.8,4.9,0.763,13.3,5.9269991905921104,1.71,91.8,,,,131.091706261173,,,4387275.0
1460,lebanon,2013,Developing,74.9,97.0,1,1.29,14.55610463,81.0,1761,64.9,1,75.0,6.63,81.0,0.1,846.2851529999999,527612.0,4.8,4.8,0.7659999999999999,13.3,5.67800582159562,1.7,91.3,,,,105.09548719790101,,,3884757.0
1461,lebanon,2012,Developing,75.0,93.0,1,1.53,151.1526829,81.0,9,64.4,1,75.0,6.99,81.0,0.1,8787.94668,491644.0,4.8,4.8,0.763,13.3,7.03428399723487,1.67,90.9,,,,128.475724716572,,,3755169.0
1462,lebanon,2011,Developing,75.0,93.0,1,1.57,835.0626827000001,81.0,9,64.0,1,75.0,7.12,81.0,0.1,8734.9653,4588368.0,4.7,4.7,0.758,13.2,7.82781660838197,1.64,90.4,,31.8,,91.3992003669068,,,3456650.0
1463,lebanon,2010,Developing,74.9,94.0,1,1.58,805.3956346,81.0,12,63.5,1,75.0,7.19,81.0,0.1,8763.826274,4337141.0,4.7,4.7,0.752,13.3,11.139829354509699,1.61,90.0,,,44.7,89.86160201497441,,,2863664.0
1464,lebanon,2009,Developing,74.7,95.0,1,1.62,8.140373615,81.0,22,63.0,1,75.0,7.42,81.0,0.1,84.268878,4183156.0,4.7,4.7,0.746,13.2,13.5399334014202,1.6,89.5,,,42.7,120.522934447029,,,2390317.0
1465,lebanon,2008,Developing,74.5,98.0,1,1.67,69.13924862,81.0,24,62.5,1,75.0,8.7,81.0,0.1,712.775759,411147.0,4.7,4.7,0.74,13.1,14.825213005497401,1.6,89.1,,,41.0,224.222048029801,,914.0,1427000.0
1466,lebanon,2007,Developing,74.4,98.0,1,1.72,8.906931168,8.0,373,61.9,1,75.0,8.9,8.0,0.1,614.271115,486466.0,4.7,4.6,0.731,12.9,13.5726099430975,1.63,88.6,,,44.3,205.349135850722,,872.0,1260000.0
1467,lebanon,2006,Developing,74.1,1.0,1,1.82,534.5795695,78.0,956,61.4,1,75.0,8.83,78.0,0.1,5372.65899,45735.0,4.7,4.6,0.733,13.2,12.1301423753214,1.68,88.1,,,42.8,172.076151436292,,855.0,1106431.0
1468,lebanon,2005,Developing,73.9,11.0,1,1.94,630.0540722999999,77.0,618,6.8,1,74.0,8.42,77.0,0.1,5339.441291,3986852.0,4.7,4.6,0.0,13.7,12.208037420841901,1.75,87.7,,,39.4,49.1022852654418,,896.0,993557.0
1469,lebanon,2004,Developing,73.7,13.0,1,2.1,618.3614857999999,75.0,213,6.2,1,74.0,8.91,75.0,0.1,5424.22356,3863267.0,4.7,4.6,0.0,14.2,8.979588566203919,1.84,87.2,,,42.4,58.360243654110896,,893.0,884445.0
1470,lebanon,2003,Developing,73.5,15.0,1,2.19,527.9176618,74.0,526,59.7,1,74.0,9.3,74.0,0.1,5425.6697,371464.0,4.8,4.7,0.0,14.8,14.241059032638098,1.94,86.8,,,43.7,121.83097721786301,,917.0,795460.0
1471,lebanon,2002,Developing,73.2,17.0,1,1.98,70.13207838,77.0,36,59.1,1,77.0,1.5,77.0,0.1,5436.595222999999,3522837.0,4.8,4.7,0.0,15.2,6.9755291458852895,2.04,86.3,,,40.8,48.7828799096316,,898.0,775104.0
1472,lebanon,2001,Developing,73.0,11.0,1,2.19,510.60351660000003,8.0,8,58.6,1,8.0,1.9,8.0,0.1,5253.122599,3359859.0,4.9,4.7,0.0,15.0,8.23754952644041,2.13,85.9,,,47.1,49.85466082837439,,841.0,766754.0
1473,lebanon,2000,Developing,72.7,112.0,1,2.26,404.3879434,83.0,5,57.9,1,83.0,1.86,83.0,0.1,5334.93329,3235366.0,4.9,4.8,0.0,14.9,5.75581691967717,2.23,85.4,,,52.4,52.355353976057394,,837.0,743000.0
1474,lesotho,2015,Developing,53.7,484.0,4,,0.0,93.0,0,32.6,6,9.0,,93.0,9.3,173.82893,2174645.0,5.5,5.3,0.495,10.7,4.94453916827752,3.14,68.5,,,,42.005398616026504,,,2140141.0
1475,lesotho,2014,Developing,52.1,522.0,4,0.01,162.1278115,93.0,0,32.0,6,9.0,1.62,93.0,9.4,1174.839214,2145785.0,5.8,5.6,0.491,10.8,3.62152214288373,3.19,68.4,,,,52.44595168284861,,,2138789.0
1476,lesotho,2013,Developing,52.1,518.0,4,0.01,153.34431469999998,93.0,516,31.4,6,9.0,11.7,93.0,9.6,1196.1335,2117361.0,6.1,5.9,0.484,11.1,1.9901018740010101,3.22,68.3,,,,158.080852793459,,,1790295.0
1477,lesotho,2012,Developing,52.2,513.0,4,0.01,168.13489919999998,95.0,179,3.8,6,93.0,11.14,95.0,9.0,1281.516,289928.0,6.4,6.2,0.479,11.0,2.11587234006805,3.25,68.2,,,,137.102422228212,,,1544815.0
1478,lesotho,2011,Developing,52.3,52.0,4,2.39,195.825251,96.0,172,3.2,6,95.0,11.79,96.0,10.5,1352.38433,264166.0,6.8,6.6,0.469,11.0,2.1909826350364803,3.28,68.1,,,,128.142356953944,,,1232354.0
1479,lesotho,2010,Developing,51.1,527.0,4,2.71,154.8705998,93.0,2488,29.7,6,92.0,1.87,93.0,13.4,1173.2621199999999,24551.0,7.2,7.0,0.46399999999999997,10.9,0.39725915785753896,3.3,68.0,,,16.4,128.308491508472,1.13,,987448.0
1480,lesotho,2009,Developing,49.4,566.0,4,2.75,104.31447320000001,91.0,0,29.2,6,89.0,9.8,91.0,18.2,923.136931,21929.0,7.6,7.4,0.45299999999999996,10.8,5.151679317800951,3.33,67.9,,,17.7,61.4381649464613,,,661000.0
1481,lesotho,2008,Developing,47.8,592.0,5,2.75,91.85432774,88.0,0,28.8,6,86.0,8.85,88.0,27.3,934.428563,199993.0,8.0,7.8,0.447,10.7,0.6260878000029879,3.37,67.8,,,20.6,72.82366002099859,,,593216.0
1482,lesotho,2007,Developing,46.2,633.0,4,2.69,9.18432717,9.0,2,28.3,6,87.0,8.47,88.0,30.0,918.432717,1982287.0,8.4,8.3,0.44,10.6,4.4058522852376605,3.41,67.7,,,23.2,65.880791443491,,,482455.0
1483,lesotho,2006,Developing,45.3,654.0,5,2.61,71.15577609,91.0,1,27.9,6,88.0,7.12,89.0,34.1,915.7757539999999,1965662.0,8.8,8.7,0.43700000000000006,10.7,1.3511588893146202,3.47,67.6,,,27.6,35.77496719316839,,,357913.0
1484,lesotho,2005,Developing,44.5,675.0,5,2.67,57.90369752,87.0,0,27.4,6,88.0,6.3,89.0,34.8,862.9463117999999,1949543.0,9.3,9.2,0.43700000000000006,10.7,1.6311370392656899,3.55,67.6,,,32.2,34.2866201236033,,,249786.0
1485,lesotho,2004,Developing,44.8,666.0,5,1.8,67.91361818,6.0,31,26.9,7,89.0,6.96,9.0,34.6,781.5145936,1933728.0,9.7,9.7,0.439,10.7,3.68370139232025,3.64,67.5,,,29.4,47.513882548129,,,196213.0
1486,lesotho,2003,Developing,45.5,648.0,5,1.99,5.3009020410000005,17.0,1,26.4,7,9.0,7.13,9.0,33.8,63.636279,191897.0,1.2,1.1,0.44,10.5,3.7955583638103505,3.74,67.5,,,28.7,39.2053289390224,1.05,,125950.0
1487,lesotho,2002,Developing,46.4,622.0,5,2.95,3.53457351,,0,25.9,7,84.0,6.91,84.0,32.5,47.89395,192312.0,1.6,1.6,0.446,10.4,3.65959926673895,3.86,67.5,,51.6,30.7,37.934229927742706,,,137953.0
1488,lesotho,2001,Developing,47.8,586.0,5,2.86,38.57187011,,217,25.4,7,78.0,7.53,78.0,31.2,437.819184,1885955.0,11.1,11.1,0.44299999999999995,10.3,3.59634799951621,3.97,67.5,,,30.1,27.2873742408463,,,57000.0
1489,lesotho,2000,Developing,49.3,543.0,5,3.1,29.86616464,,660,24.9,7,82.0,6.92,83.0,29.8,474.81978760000004,1868699.0,11.5,11.6,0.445,9.6,3.6517988405773503,4.09,67.5,,,36.1,18.2850870860867,,,21600.0
1490,liberia,2015,Developing,61.4,259.0,8,,0.0,52.0,1060,27.3,11,52.0,,52.0,0.9,452.38717,4499621.0,6.5,6.4,0.42700000000000005,9.9,7.323885189605889,4.65,71.9,,,,244.71685349611698,,,3652000.0
1491,liberia,2014,Developing,58.1,329.0,8,0.01,54.37396957,5.0,34,26.7,11,49.0,1.4,5.0,0.9,458.4651734,439737.0,6.7,6.5,0.426,9.9,15.962812615153402,4.72,71.4,,33.2,,171.94383923300202,,,3225258.0
1492,liberia,2013,Developing,61.1,258.0,9,0.01,45.04892458,76.0,0,26.1,11,75.0,9.25,76.0,1.1,454.12222360000004,4286291.0,6.8,6.7,0.419,9.8,65.1671133244213,4.79,70.9,,,,126.150625792553,,,2550775.0
1493,liberia,2012,Developing,67.0,261.0,9,0.01,48.09891474,8.0,43,25.6,12,8.0,1.19,8.0,1.2,415.361958,4181563.0,7.0,6.9,0.41600000000000004,9.6,84.89456968945241,4.87,70.4,,,,137.030161812823,,,2379900.0
1494,liberia,2011,Developing,62.0,266.0,9,3.72,60.44658161,77.0,279,25.0,12,77.0,11.23,77.0,1.5,379.689583,47167.0,7.2,7.0,0.406,9.5,86.98944676118971,4.94,69.8,,,,189.735112607696,,,2020637.0
1495,liberia,2010,Developing,59.7,272.0,9,3.64,41.91052416,47.0,2200,24.5,13,71.0,11.87,7.0,1.8,327.42597,3948125.0,7.4,7.2,0.40299999999999997,9.6,103.337387099033,5.02,69.3,,,35.2,363.911702078031,,,1571308.0
1496,liberia,2009,Developing,59.2,277.0,10,3.75,5.592170255,64.0,6,24.0,13,84.0,14.39,81.0,2.1,33.667491,3811528.0,7.6,7.4,0.4,9.7,7.22870048206177,5.11,68.8,,,34.2,136.050054699714,,,1085062.0
1497,liberia,2008,Developing,58.6,281.0,10,3.88,40.03344077,64.0,1,23.4,14,79.0,11.83,75.0,2.4,232.61732,3662993.0,7.7,7.6,0.39399999999999996,9.8,16.4273509506382,5.19,68.2,,,35.0,346.57942220033203,,,854627.0
1498,liberia,2007,Developing,57.9,286.0,10,4.03,3.6868992869999997,,1,22.9,14,67.0,1.24,65.0,2.8,21.373329199999997,3512932.0,7.9,7.8,0.38299999999999995,9.9,9.58759370688019,5.28,67.6,,36.5,40.1,324.39309373674,2.95,,563000.0
1499,liberia,2006,Developing,56.7,32.0,11,4.05,15.79934152,,20,22.4,15,66.0,1.9,6.0,3.0,178.92799,3375838.0,8.1,8.1,0.377,10.0,9.63866591009303,5.37,67.1,,,36.6,78.3699211801562,,,280000.0
1500,liberia,2005,Developing,55.3,316.0,12,4.19,22.39648813,,8,22.0,16,66.0,8.4,6.0,3.1,168.648254,326123.0,8.3,8.3,0.37200000000000005,10.1,8.725196147319389,5.46,66.5,,,34.2,69.0124272518116,,,160000.0
1501,liberia,2004,Developing,54.0,329.0,12,4.24,17.85870796,,4,21.5,17,47.0,8.77,31.0,3.2,149.4452549,3176414.0,8.5,8.5,0.335,10.2,8.4004160144418,5.55,65.6,,,36.7,68.0528539016772,,,94370.0
1502,liberia,2003,Developing,50.0,42.0,13,4.21,9.758449266,,142,21.1,18,49.0,3.44,35.0,3.2,133.494518,3116233.0,8.7,8.7,0.373,10.3,49.76203208556151,5.64,64.8,,,38.4,34.7019779215397,,,47250.0
1503,liberia,2002,Developing,56.0,371.0,13,4.27,10.424369,,131,2.7,19,51.0,5.43,39.0,3.1,177.285187,362863.0,8.8,8.9,0.376,10.4,0.30204962243797195,5.72,63.9,,,38.8,18.180141651852697,,,5000.0
1504,liberia,2001,Developing,51.5,333.0,14,4.4,16.72142854,,1379,2.4,20,54.0,6.41,42.0,3.1,174.18154730000003,2991132.0,9.0,9.0,0.386,10.5,0.916114790286976,5.8,63.0,,,34.9,13.026726639567,,,2000.0
1505,liberia,2000,Developing,51.9,39.0,14,4.46,12.19709744,,5977,2.2,20,56.0,5.91,46.0,3.1,183.4149991,2884522.0,9.2,9.2,0.33799999999999997,8.7,2.37986270022883,5.88,62.2,,,36.4,23.668962472632604,,,1500.0
1506,libya,2015,Developing,72.7,138.0,1,,0.0,97.0,82,64.8,2,97.0,,97.0,0.1,,,5.8,5.5,0.7190000000000001,13.4,0.0,2.31,97.6,,,,24.5188955539247,,,9747080.0
1507,libya,2014,Developing,72.4,143.0,2,0.01,0.0,94.0,372,63.8,2,94.0,4.97,94.0,0.1,,,5.7,5.5,0.73,13.4,0.0,2.35,96.8,,,,33.052306797225,,,8497080.0
1508,libya,2013,Developing,72.9,134.0,2,0.01,0.0,96.0,0,62.8,2,96.0,4.33,96.0,0.1,,,5.7,5.5,0.735,13.4,1.0717087635054,2.37,95.9,,,,20.3833361097139,,,10235300.0
1509,libya,2012,Developing,72.9,133.0,2,0.01,0.0,98.0,320,61.8,2,98.0,4.3,98.0,0.1,,,5.6,5.4,0.706,13.7,1.74048644724105,2.39,95.0,,,,13.859921687401199,,,9587000.0
1510,libya,2011,Developing,71.3,161.0,2,0.01,36.11567366,98.0,0,6.9,2,98.0,4.77,98.0,0.1,562.549434,,5.6,5.4,0.7559999999999999,14.0,0.0,2.4,94.1,,,,102.618044863813,,,10000000.0
1511,libya,2010,Developing,72.8,132.0,2,0.01,52.50394196,98.0,0,59.9,2,98.0,3.5,98.0,0.1,1212.56217,,5.6,5.4,0.755,14.3,2.38587375822134,2.41,93.2,,,31.2,1.22788220874778,,,10900000.0
1512,libya,2009,Developing,72.7,132.0,2,0.01,63.55170297,98.0,329,59.0,2,98.0,3.16,98.0,0.1,1296.97353,,5.6,5.4,0.757,14.6,2.17521264207782,2.42,92.3,,,33.9,6.52756852895725,,,9534091.0
1513,libya,2008,Developing,72.6,132.0,2,0.01,532.6700005,98.0,8,58.2,2,98.0,2.4,98.0,0.1,14396.4865,,5.5,5.4,0.757,14.8,4.71801798827667,2.43,91.4,,,29.7,12.2467541063339,,846.0,7379115.0
1514,libya,2007,Developing,72.5,132.0,2,0.01,54.878910600000005,98.0,59,57.4,3,98.0,2.63,98.0,0.1,1138.5666099999999,,5.5,5.4,0.7559999999999999,15.1,6.94499612885062,2.44,90.5,,,34.1,3.24865134897898,,1170.0,4500000.0
1515,libya,2006,Developing,72.2,134.0,2,0.01,493.415341,98.0,1,56.7,3,98.0,2.51,98.0,0.1,9344.987518,,5.5,5.4,0.752,15.4,3.7553261863209504,2.46,89.6,,,39.0,6.37180463946442,,1360.0,3927562.0
1516,libya,2005,Developing,71.9,138.0,2,0.01,472.3047034,97.0,292,56.0,3,98.0,2.71,98.0,0.1,8171.361651,,5.5,5.4,0.748,15.7,2.19291997674869,2.49,88.7,,,38.2,4.1113273193538795,,1230.0,2000000.0
1517,libya,2004,Developing,71.5,141.0,2,0.01,31.80653288,99.0,2771,55.3,3,97.0,3.46,97.0,0.1,586.8364,,5.5,5.4,0.747,15.9,1.07782345154323,2.54,87.9,,,37.0,,,717.0,500000.0
1518,libya,2003,Developing,71.3,144.0,3,0.01,295.1166511,96.0,0,54.6,3,95.0,4.6,95.0,0.1,4676.96753,,5.6,5.4,0.74,16.0,0.5444378346222489,2.6,87.0,,,36.5,,,679.0,127000.0
1519,libya,2002,Developing,71.1,146.0,3,0.01,29.13434871,91.0,3890,54.0,3,93.0,4.57,93.0,0.1,375.442638,,5.6,5.4,0.736,15.8,0.7079424880824241,2.67,86.1,,,35.2,,,670.0,70000.0
1520,libya,2001,Developing,71.0,147.0,3,0.01,362.38179510000003,93.0,633,53.4,3,94.0,4.6,94.0,0.1,6269.58123,,5.6,5.5,0.732,15.7,-0.38991424418604603,2.75,85.2,,,35.4,,,1280.0,50000.0
1521,libya,2000,Developing,78.0,148.0,3,0.01,457.3202236000001,92.0,0,52.8,3,94.0,3.41,94.0,0.1,7145.628494,,5.7,5.5,0.727,15.5,0.36843281297826797,2.86,84.3,,,42.8,,,1170.0,40000.0
1522,lithuania,2015,Developed,73.6,165.0,0,,0.0,94.0,50,62.4,0,93.0,,93.0,0.1,14252.428530000001,29491.0,2.6,2.6,0.846,16.5,2.52142105939556,1.64,96.6,,37.4,,,,,4184053.0
1523,lithuania,2014,Developed,73.4,169.0,0,15.19,2211.744178,94.0,11,61.9,0,93.0,6.55,93.0,0.1,16554.97139,2932367.0,2.6,2.7,0.841,16.5,0.735341378941383,1.62,96.1,,37.7,,,,,4267592.0
1524,lithuania,2013,Developed,73.0,178.0,0,15.04,1968.8168170000001,93.0,35,61.4,0,93.0,6.59,93.0,0.1,15712.82376,2957689.0,2.7,2.7,0.8340000000000001,16.4,1.53756635737608,1.6,95.7,,35.3,,,,,4565976.0
1525,lithuania,2012,Developed,73.0,176.0,0,15.14,1807.071336,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836000000001,2987773.0,2.7,2.7,0.83,16.5,1.5799513596328798,1.57,95.2,,35.1,,,,,4997265.0
1526,lithuania,2011,Developed,72.8,18.0,0,12.66,1758.8227570000001,95.0,7,6.5,0,92.0,6.86,92.0,0.1,14357.73679,328115.0,2.7,2.8,0.826,16.7,4.33293886930449,1.54,94.7,,32.5,,,0.0251,,4938000.0
1527,lithuania,2010,Developed,72.4,188.0,0,12.9,1423.8023859999998,94.0,2,6.0,0,95.0,7.9,95.0,0.1,11984.86857,397282.0,2.8,2.8,0.8240000000000001,16.8,2.97844580659466,1.51,94.2,,33.6,,,0.0458,,4890979.0
1528,lithuania,2009,Developed,72.2,192.0,0,12.4,1446.529217,95.0,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,3162916.0,2.8,2.9,0.825,16.6,-0.9621239288531129,1.47,93.8,,37.2,,,,,4961499.0
1529,lithuania,2008,Developed,71.1,224.0,0,13.3,1888.1499039999999,96.0,1,59.3,0,96.0,6.61,96.0,0.1,14961.568180000002,3198231.0,2.9,2.9,0.82,16.5,3.6105346839111094,1.43,93.3,,35.7,,,0.0016,759.0,5022638.0
1530,lithuania,2007,Developed,72.0,24.0,0,13.4,1581.5119140000002,96.0,0,59.0,0,95.0,6.22,95.0,0.1,12297.91535,3231294.0,2.9,3.0,0.812,16.4,6.5469165537440706,1.39,92.9,530.0,34.8,,,,689.0,4912077.0
1531,lithuania,2006,Developed,76.0,229.0,0,12.7,116.50496100000001,95.0,1,58.7,0,94.0,6.2,94.0,0.1,924.642548,326999.0,3.0,3.0,0.807,16.4,7.477218898629731,1.35,92.4,,34.4,,,0.0458,656.0,4718215.0
1532,lithuania,2005,Developed,78.0,222.0,0,12.3,913.6995289999999,95.0,1,58.4,0,93.0,5.83,94.0,0.1,7863.1629,3322528.0,3.0,3.1,0.7979999999999999,16.2,4.9479228506761395,1.32,91.9,,35.3,,,0.0568,595.0,4353447.0
1533,lithuania,2004,Developed,71.6,24.0,0,12.1,76.36187737,94.0,1,58.1,0,9.0,5.67,94.0,0.1,676.966998,337775.0,3.1,3.1,0.792,16.3,3.84829517412723,1.3,91.5,,37.0,,,0.00203,573.0,3051160.0
1534,lithuania,2003,Developed,71.6,22.0,0,11.29,80.99710054,95.0,1,57.8,0,91.0,6.46,94.0,0.1,555.535669,3415213.0,3.2,3.2,0.78,15.8,1.15621832066264,1.29,91.0,534.0,,,,0.0023899999999999998,524.0,2102207.0
1535,lithuania,2002,Developed,71.4,22.0,0,11.0,561.9168642000001,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.9879280000005,344367.0,3.3,3.3,0.77,15.3,4.62791681697207,1.29,90.6,,,,,0.00551,499.0,1645568.0
1536,lithuania,2001,Developed,71.2,21.0,0,10.2,42.87208671,95.0,7,57.2,0,97.0,6.26,95.0,0.1,353.147337,347818.0,3.3,3.3,0.757,14.7,3.61069201353762,1.31,90.1,,,,,0.0104,499.0,1017999.0
1537,lithuania,2000,Developed,71.6,2.0,0,9.87,373.26055319999995,98.0,19,56.9,0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0,3.2954808103408904,1.34,89.7,,,,,0.0021,484.0,524000.0
1538,luxembourg,2015,Developed,82.0,63.0,0,,0.0,94.0,0,61.3,0,99.0,,99.0,0.1,1199.8223,56964.0,1.0,0.9,0.8959999999999999,13.9,21.6379759745323,1.56,99.9,,33.8,,,,,806800.0
1539,luxembourg,2014,Developed,81.7,65.0,0,11.12,16255.16198,94.0,0,6.9,0,99.0,6.94,99.0,0.1,119172.7418,556319.0,1.0,0.9,0.892,13.9,28.5422075233717,1.56,99.9,,31.2,,,,,802400.0
1540,luxembourg,2013,Developed,81.4,68.0,0,11.02,15515.752340000001,94.0,0,6.5,0,99.0,7.1,99.0,0.1,113751.85,54336.0,0.9,0.9,0.892,13.9,25.9206816368786,1.55,100.0,,32.0,,,,,788371.0
1541,luxembourg,2012,Developed,81.1,7.0,0,11.34,2284.58215,94.0,2,6.1,0,99.0,7.18,99.0,0.1,16749.136000000002,53946.0,0.9,0.9,0.892,13.9,44.9864120669659,1.56,100.0,,34.3,,,,,761314.0
1542,luxembourg,2011,Developed,88.0,72.0,0,11.5,17028.527980000003,95.0,6,59.6,0,96.0,7.34,99.0,0.1,115761.57699999999,518347.0,0.9,0.9,0.894,13.9,14.737457229941098,1.57,100.0,,32.1,,,,,764973.0
1543,luxembourg,2010,Developed,86.0,73.0,0,11.36,2267.2521920000004,94.0,0,59.2,0,96.0,7.68,99.0,0.1,14965.361,56953.0,0.9,0.9,0.884,13.7,73.5326207445863,1.58,100.0,,30.5,11.3,,,,727000.0
